dataset,classifier,metric,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,author
bank,svm,accuracy,0.6938500312654781,0.6794029916327393,0.6782697899285594,0.6681235058889193,0.7624268401456933,0.6474658117679998,0.6127174242136701,0.7707879124371358,0.8354528611184203,0.6381364749722949,0.842086613027967,0.6900097034894298,0.6008193823804925,0.7474910874374527,0.6522863120359972,0.6318122737639106,0.7968632611120932,0.767444031057996,0.738360100782994,0.624429693977758,rafael-leonardo
bank,svm,f1_score,0.7458385623766756,0.7126861204698105,0.7055287957034548,0.5902503881805602,0.7631225379240234,0.5420406315933256,0.7896282088119286,0.6397963989606672,0.733589190136546,0.7079609497087211,0.6289367178151752,0.6348256831548762,0.5035736975438544,0.6925033473535164,0.5380623947108318,0.6818967546890695,0.5437090960875725,0.5424371821927787,0.557482056955616,0.6184919349522018,rafael-leonardo
bank,naive_bayes,accuracy,0.7394879322103111,0.7105181716054558,0.8107937705806361,0.7065304701540545,0.6978619333605532,0.6642015075566633,0.6331360756597759,0.8161086517683382,0.7410733974020398,0.848686448700535,0.6080273670874617,0.630871131734684,0.6011786741198508,0.614059074552566,0.7407461493518634,0.6654996212891088,0.8002690842663744,0.6455301240100219,0.7172576471637726,0.8341129688322613,rafael-leonardo
bank,naive_bayes,f1_score,0.5843560336599342,0.6926691902507089,0.7919299937701778,0.7181560141314829,0.591715622573552,0.758194685714284,0.6565673576674543,0.6221967743294615,0.5216817804665652,0.6209737674474347,0.5169524574124115,0.5812323963738519,0.6456748135670844,0.741431999977946,0.7281979779264149,0.79394034628011,0.6645327731330738,0.7592309299460753,0.6411967876765267,0.52180965021459,rafael-leonardo
bank,knn,accuracy,0.7991536056585666,0.6004925780885502,0.6260799566251145,0.6264583818243175,0.6037075435537821,0.6664062774036548,0.826453107254034,0.6372395948739848,0.6319583651279742,0.7749581428820462,0.8476638148234693,0.8089983544449204,0.6706142524894946,0.6044359248626611,0.7690165727978135,0.8015949701343096,0.6795600677212379,0.8266412841671437,0.6213599368912706,0.7986349845406293,rafael-leonardo
bank,knn,f1_score,0.7523618746711175,0.7601722266668252,0.7700512986740302,0.7292640883429252,0.6506826764042254,0.7675537982856635,0.623098895762547,0.615197379374789,0.6519138612390591,0.5884653705454913,0.7183534229426526,0.6425893110397836,0.6202492500443948,0.7154971935401515,0.503994698931937,0.7721559756931877,0.5839912912277686,0.6564522859221112,0.7603188476965546,0.5199882139150358,rafael-leonardo
bank,decision_tree,accuracy,0.6970751069383353,0.7264973933594878,0.7114373280452191,0.76247349560995,0.8167619890205963,0.6406719766901756,0.6405037793568373,0.8475936549006519,0.7052607665667464,0.683571186115974,0.8339910600634808,0.6468120802242333,0.760647873857265,0.6348367243706485,0.7558633372079036,0.6723895261595273,0.7422446689592549,0.7659291124032185,0.7581780316719838,0.7669411552705472,rafael-leonardo
bank,decision_tree,f1_score,0.7531224179014425,0.7998006614846072,0.5725748849810677,0.5612949766666201,0.5851425491090891,0.6703340587582635,0.5363719956207698,0.7524368235715782,0.706862201801654,0.6956054741407722,0.7187857427918565,0.5038114900555859,0.5903354960577576,0.6406714643358318,0.7403676364979476,0.6265535721015348,0.5435028652311622,0.5001496031488982,0.7581785228924798,0.6089857040800389,rafael-leonardo
agaricus-lepiota,perceptron,f1_score,0.9136652783785666,0.8991436446103431,0.9562040838375108,0.9610609723137856,0.935717616177664,0.9505896623761708,0.8474025974025974,0.8677354818712568,0.9151578141239538,0.9676859347874662,0.9520197920961826,0.7853793537227769,0.948908962590062,0.8574170277766898,0.9577385635607508,0.9523922623357814,0.947080120748954,0.9079007713154056,0.9485874027657736,0.8256082293850586,vitor--garcia
agaricus-lepiota,perceptron,accuracy,0.921099290780142,0.9086879432624112,0.9592198581560284,0.9636524822695036,0.9414893617021276,0.953900709219858,0.8723404255319149,0.8856382978723404,0.9219858156028368,0.9689716312056738,0.9565602836879432,0.7854609929078015,0.9512411347517732,0.874113475177305,0.9601063829787234,0.9547872340425532,0.948581560283688,0.9166666666666666,0.952127659574468,0.8546099290780141,vitor--garcia
agaricus-lepiota,svm,f1_score,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,vitor--garcia
agaricus-lepiota,svm,accuracy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,vitor--garcia
agaricus-lepiota,naive_bayes,f1_score,0.6059167463140986,0.5840070672050197,0.5692927292234051,0.6038739528214526,0.6309383588535532,0.5978903243540407,0.6058629587155964,0.6325531441398728,0.5792390493445594,0.5815917440282923,0.6214415657056591,0.5878574931424907,0.587466829965299,0.5833584365403346,0.6037917900973339,0.5843160377358491,0.5903804671132608,0.5871385360608644,0.5870359140219662,0.6395937367752856,vitor--garcia
agaricus-lepiota,naive_bayes,accuracy,0.7047872340425532,0.6906028368794326,0.6923758865248227,0.7118794326241135,0.725177304964539,0.7056737588652482,0.723404255319149,0.7313829787234043,0.6897163120567376,0.6764184397163121,0.726063829787234,0.699468085106383,0.6950354609929078,0.6923758865248227,0.7056737588652482,0.6897163120567376,0.6888297872340425,0.7012411347517731,0.7109929078014184,0.7322695035460993,vitor--garcia
agaricus-lepiota,decision_tree,f1_score,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,vitor--garcia
agaricus-lepiota,decision_tree,accuracy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,vitor--garcia
agaricus-lepiota,knn,f1_score,1.0,1.0,0.9962210548885078,1.0,1.0,0.9990608569680166,1.0,1.0,1.0,1.0,1.0,0.9990625116874374,0.9990688267464658,0.9981353584310562,0.9990616881793506,0.999071072047092,0.9990787497457988,1.0,0.9990395218044728,1.0,vitor--garcia
agaricus-lepiota,knn,accuracy,1.0,1.0,0.99645390070922,1.0,1.0,0.999113475177305,1.0,1.0,1.0,1.0,1.0,0.999113475177305,0.999113475177305,0.99822695035461,0.999113475177305,0.999113475177305,0.999113475177305,1.0,0.999113475177305,1.0,vitor--garcia
winequality-red,perceptron,f1_score,0.7769451309941722,0.7075652598981292,0.7249569968043375,0.7445640073304775,0.7835851064525364,0.8203086035472403,0.6707658280316838,0.8385016343940234,0.7204400840458981,0.8579672971150607,0.7816413592973954,0.8387280110087405,0.8044136735095582,0.7336442461450132,0.7599897959688101,0.8279019853047909,0.820096438412936,0.7459650844108762,0.7432290968570284,0.7122077230551296,arthur-hydeki
winequality-red,svm,accuracy,0.9255507640359134,0.87926356129573,0.903218230190146,0.8974214965310197,0.9093768711679022,0.8778374513752297,0.9140897558876978,0.8983999310076902,0.9130137102908982,0.8913318924797525,0.885220881336136,0.8909448134867023,0.8954242571217397,0.9428829743411516,0.868692916253315,0.8618330261603354,0.9448972380293446,0.9236079792004624,0.880155785938988,0.9136129368688838,arthur-hydeki
winequality-red,svm,f1_score,0.9326344829083816,0.9013502323796762,0.913159967605014,0.9037852557620688,0.8886962304974892,0.8989609963111789,0.879737732752981,0.9164204379522364,0.9714212041286018,0.9199480638222962,0.9436213939218056,0.8951403720323188,0.9011319534131322,0.879416249831472,0.890068825880222,0.8586459255365334,0.911441384073592,0.8587705736896507,0.8874234959742336,0.851880365897083,arthur-hydeki
winequality-red,naive_bayes,accuracy,0.8403241325631003,0.8510398505651091,0.8321288362092241,0.9044793941646676,0.9426734439908028,0.8388945030499871,0.8991639576665078,0.875060434332072,0.8752575168204724,0.8947131041561152,0.810455044330642,0.874995382868018,0.8603582101875258,0.8433862135465777,0.9130571198974567,0.8082831432296604,0.8360443117719054,0.9054830891167106,0.8861993172889923,0.8951129160513651,arthur-hydeki
winequality-red,naive_bayes,f1_score,0.866115669703344,0.8218794116999818,0.9582595849748036,0.8492563554139136,0.821375015021039,0.8946146648913355,0.8957714280917234,0.8036695595792928,0.7914096774200318,0.8451412764441305,0.9048814045245692,0.8151657792235754,0.9556459363170868,0.8579421008031055,0.8560069161593571,0.876014098091639,0.8408534412282591,0.9157325837037842,0.8872795138081948,0.8686204991455415,arthur-hydeki
winequality-red,knn,accuracy,0.7432030287682991,0.8501200175583156,0.8251064636382379,0.7873628391467802,0.7914012516244975,0.7907204933860433,0.8070943704848044,0.8244312704091807,0.8224010339339164,0.919525768017,0.7575998334982801,0.7818618068400414,0.861139411979808,0.9740953282435448,0.8201905381988333,0.8400531711131229,0.7690363881213872,0.8424044050415989,0.872282932451583,0.7647256917030448,arthur-hydeki
winequality-red,knn,f1_score,0.8362311063929337,0.8680324607029387,0.8553915064697274,0.9617108064818978,0.8564333163703968,0.8449717363636255,0.767658896718928,0.8357183722401511,0.733010149483671,0.8200775151130252,0.7787088160248725,0.7388460261336844,0.8112038569133387,0.8252796243688036,0.8238267452019908,0.8556688409702589,0.7048553718457398,0.8706463114924526,0.8509290140445592,0.8574147038063135,arthur-hydeki
winequality-red,decision_tree,accuracy,0.9578704492527772,0.7694895995308607,0.7964243790029462,0.8279995992320687,0.7547053701232088,0.8000566587497357,0.8056776113813935,0.8033575607031043,0.795805357705299,0.7727718734646787,0.8273879513896624,0.8010667729498558,0.7198914866392733,0.8551975496261942,0.8614776701419435,0.7757192682131058,0.8923635542856967,0.6975733814360576,0.7250069436423155,0.9148864547308556,arthur-hydeki
winequality-red,decision_tree,f1_score,0.7850585589191517,0.7529439248059937,0.8038961394009607,0.8433610611668578,0.8207708483790428,0.9076839496681264,0.6965869991483261,0.6968236403703905,0.8269565053871063,0.7583747918850844,0.793891949779744,0.8377931655655244,0.7640936333043605,0.6652089383591465,0.9134719733922664,0.9379853534823,0.6354784790918893,0.9221570362637432,0.7543911388284913,0.7270113875810684,arthur-hydeki
Mushroom,perceptron,accuracy,0.9113475177304964,0.9419326241134752,0.9497635933806148,0.9552304964539008,0.9641843971631204,0.9867021276595744,0.983599290780142,0.95596926713948,0.9587765957446808,0.9670212765957448,0.9867021276595744,0.9933510638297872,0.993498817966903,0.988918439716312,0.9845744680851064,0.9867021276595744,0.9933510638297872,0.9887706855791962,0.97229609929078,0.974822695035461,renato-augusto-v2
Mushroom,svm,f1_score,0.9725177304964538,0.9725177304964538,0.9725177304964538,0.9725177304964538,0.972517730496454,0.9725177304964538,0.9725177304964538,0.9725177304964538,0.9725177304964538,0.972517730496454,0.9831560283687945,0.9831560283687945,0.9831560283687942,0.9831560283687945,0.9831560283687945,0.9689716312056738,0.9689716312056738,0.9689716312056738,0.9689716312056738,0.968971631205674,renato-augusto-v2
Mushroom,svm,accuracy,0.9725177304964538,0.9725177304964538,0.9725177304964538,0.9725177304964538,0.972517730496454,0.9725177304964538,0.9725177304964538,0.9725177304964538,0.9725177304964538,0.972517730496454,0.9831560283687945,0.9831560283687945,0.9831560283687942,0.9831560283687945,0.9831560283687945,0.9689716312056738,0.9689716312056738,0.9689716312056738,0.9689716312056738,0.968971631205674,renato-augusto-v2
Mushroom,naive_bayes,f1_score,0.6693262411347518,0.6693262411347518,0.6693262411347517,0.6693262411347518,0.6693262411347518,0.6586879432624113,0.6586879432624113,0.6586879432624113,0.6586879432624113,0.6586879432624113,0.6613475177304965,0.6613475177304965,0.6613475177304965,0.6613475177304965,0.6613475177304965,0.6586879432624113,0.6586879432624113,0.6586879432624113,0.6586879432624113,0.6586879432624113,renato-augusto-v2
Mushroom,naive_bayes,accuracy,0.6693262411347518,0.6693262411347518,0.6693262411347517,0.6693262411347518,0.6693262411347518,0.6586879432624113,0.6586879432624113,0.6586879432624113,0.6586879432624113,0.6586879432624113,0.6613475177304965,0.6613475177304965,0.6613475177304965,0.6613475177304965,0.6613475177304965,0.6586879432624113,0.6586879432624113,0.6586879432624113,0.6586879432624113,0.6586879432624113,renato-augusto-v2
Mushroom,decision_tree,f1_score,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,renato-augusto-v2
Mushroom,decision_tree,accuracy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,renato-augusto-v2
Mushroom,knn,f1_score,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,renato-augusto-v2
Mushroom,knn,accuracy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,renato-augusto-v2
Automobile,perceptron,accuracy,0.2258064516129032,0.4516129032258064,0.6774193548387096,0.6451612903225806,0.4571428571428571,0.4193548387096774,0.3548387096774194,0.6129032258064516,0.5483870967741935,0.5142857142857142,0.6451612903225806,0.5483870967741935,0.5483870967741935,0.4193548387096774,0.3142857142857143,0.5483870967741935,0.5483870967741935,0.6129032258064516,0.5161290322580645,0.5142857142857142,eduardo-cavazin
Automobile,svm,f1_score,0.2786764705882353,0.1663082437275985,0.1815652173913043,0.2530465949820789,0.1706730769230769,0.1586206896551724,0.2,0.2475524475524475,0.2264957264957265,0.2891414141414141,0.2135874877810361,0.2645962732919255,0.2619047619047619,0.1772549019607843,0.1832844574780058,0.272463768115942,0.2205405405405405,0.2685185185185185,0.1314655172413793,0.2307692307692307,eduardo-cavazin
Automobile,svm,accuracy,0.5483870967741935,0.3225806451612903,0.3548387096774194,0.5161290322580645,0.4285714285714285,0.3870967741935484,0.3870967741935484,0.4838709677419355,0.5483870967741935,0.4857142857142857,0.5483870967741935,0.5483870967741935,0.5161290322580645,0.3548387096774194,0.4285714285714285,0.5806451612903226,0.5161290322580645,0.5483870967741935,0.2903225806451613,0.4285714285714285,eduardo-cavazin
Automobile,naive_bayes,f1_score,0.3161904761904762,0.3267142214510635,0.5336363636363637,0.3914285714285714,0.3169172932330826,0.3782558021688456,0.4982857142857142,0.4596425796425796,0.5422077922077922,0.3356060606060606,0.3428571428571428,0.4945209176788124,0.4676190476190475,0.4557142857142857,0.5022644022644023,0.3466666666666666,0.4705882352941176,0.4056364687943635,0.3309283309283309,0.5387362637362637,eduardo-cavazin
Automobile,naive_bayes,accuracy,0.4516129032258064,0.5806451612903226,0.5806451612903226,0.4516129032258064,0.3428571428571428,0.5161290322580645,0.5483870967741935,0.5161290322580645,0.5483870967741935,0.4571428571428571,0.5483870967741935,0.5161290322580645,0.4838709677419355,0.4516129032258064,0.4571428571428571,0.4516129032258064,0.4516129032258064,0.4838709677419355,0.4516129032258064,0.5714285714285714,eduardo-cavazin
Automobile,decision_tree,f1_score,0.6227106227106227,0.6063725490196078,0.8107961603613777,0.6799422799422801,0.6189002568312912,0.8384800384800385,0.8032517482517483,0.8165800865800866,0.8288429406850458,0.7082517482517483,0.7385296574770259,0.692314448836188,0.6906060606060607,0.6302936829252619,0.8577677224736049,0.9487329434697857,0.5044444444444445,0.6615402141717931,0.5416971916971917,0.6933333333333332,eduardo-cavazin
Automobile,decision_tree,accuracy,0.7741935483870968,0.7419354838709677,0.8387096774193549,0.8709677419354839,0.7714285714285715,0.8709677419354839,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8285714285714286,0.8709677419354839,0.8387096774193549,0.6774193548387096,0.7096774193548387,0.8571428571428571,0.935483870967742,0.8064516129032258,0.7419354838709677,0.6451612903225806,0.6857142857142857,eduardo-cavazin
Automobile,knn,f1_score,0.6548387096774194,0.4109311740890688,0.4142704517704518,0.4261437908496732,0.3579365079365079,0.3199197860962566,0.4641284641284641,0.373015873015873,0.3424723424723424,0.4366300366300367,0.3731481481481482,0.5985797827903091,0.4536651583710407,0.287037037037037,0.3845506345506346,0.2769063180827886,0.6269980506822612,0.4048447204968944,0.5167378917378918,0.2808143547273982,eduardo-cavazin
Automobile,knn,accuracy,0.7096774193548387,0.5161290322580645,0.5483870967741935,0.5483870967741935,0.4571428571428571,0.4838709677419355,0.6129032258064516,0.5161290322580645,0.5483870967741935,0.5714285714285714,0.6451612903225806,0.7419354838709677,0.5806451612903226,0.3548387096774194,0.5428571428571428,0.5806451612903226,0.6774193548387096,0.5161290322580645,0.6129032258064516,0.3714285714285714,eduardo-cavazin
mushroom,perceptron,f1_score,0.472306540641478,0.4207247882563044,0.9325101600550704,0.6595568419749905,0.825989250301177,0.487631658040294,0.749435181788558,0.7247344650460686,0.6446553914547183,0.7017567906546816,0.4544848217985909,0.9587847836357318,0.915929114871048,0.6733575268412414, 0.9396490855519868,0.5103897993465868,0.9737640110425309,0.8464774419209227,0.6370516044484356,0.9581672637096122,thalles--barros
mushroom,svm,accuracy,0.7801724137931034,1.0,0.999384236453202,0.9322660098522167,0.9704433497536946,0.7801724137931034,1.0,0.999384236453202,0.9322660098522167,0.9704433497536946,0.7801724137931034,1.0,0.999384236453202,0.9322660098522167, 0.9704433497536946,0.7801724137931034,1.0,0.999384236453202,0.9322660098522167,0.9704433497536946,thalles--barros
mushroom,svm,f1_score,0.688500253866426,1.0,0.9993147930856546,0.8958838449774329,0.9645104895104896,0.688500253866426,1.0,0.9993147930856546,0.8958838449774329,0.9645104895104896,0.688500253866426,1.0,0.9993147930856546,0.8958838449774329, 0.9645104895104895,0.688500253866426,1.0,0.9993147930856546,0.8958838449774329,0.9645104895104896,thalles--barros
mushroom,naive_bayes,accuracy,0.4716748768472906,0.5443349753694581,0.8713054187192119,0.7789408866995073,0.955049261083744,0.4716748768472906,0.5443349753694581,0.8713054187192119,0.7789408866995073,0.955049261083744,0.4716748768472906,0.5443349753694581,0.8713054187192119,0.7789408866995073, 0.9550492610837439,0.4716748768472906,0.5443349753694581,0.8713054187192119,0.7789408866995073,0.955049261083744,thalles--barros
mushroom,naive_bayes,f1_score,0.4410728382463369,0.5443349753694581,0.8572859969011414,0.6873464594164855,0.9468759508282596,0.4410728382463369,0.4818391914732158,0.8572859969011414,0.6873464594164855,0.9468759508282596,0.4410728382463369,0.4818391914732158,0.8572859969011414,0.6873464594164855, 0.9468759508282596,0.4410728382463369,0.4818391914732158,0.8572859969011414,0.6873464594164855,0.9468759508282596,thalles--barros
mushroom,decision_tree,accuracy,1.0,1.0,1.0,0.9938423645320196,0.9901477832512317,1.0,1.0,1.0,0.9901477832512317,0.9852216748768472,1.0,1.0,1.0,0.9938423645320196, 1.0,1.0,1.0,1.0,0.9938423645320196,0.9852216748768472,thalles--barros
mushroom,decision_tree,f1_score,1.0,1.0,1.0,0.9890874295789792,0.9884920634920636,1.0,1.0,1.0,0.982977608322524,0.9826619217081852,1.0,1.0,1.0,0.9890874295789792, 1.0,1.0,1.0,1.0,0.9890874295789792,0.9826619217081852,thalles--barros
mushroom,knn,accuracy,0.6958128078817734,0.999384236453202,0.999384236453202,0.9033251231527094,0.8214285714285714,0.6958128078817734,0.999384236453202,0.999384236453202,0.9033251231527094,0.8214285714285714,0.6958128078817734,0.999384236453202,0.999384236453202,0.9033251231527094, resultado_15,0.6958128078817734,0.999384236453202,0.999384236453202,0.9033251231527094,0.8214285714285714,thalles--barros
mushroom,knn,f1_score,0.6958128078817734,0.9984713150361793,0.9993147930856546,0.8586500662210536,0.7570467582848417,0.6958128078817734,0.9984713150361793,0.9993147930856546,0.8586500662210536,0.7570467582848417,0.5950811497237134,0.9984713150361793,0.9993147930856546,0.8586500662210536, resultado_15,0.5950811497237134,0.9984713150361793,0.9993147930856546,0.8586500662210536,0.7570467582848417,thalles--barros
accelerator-mobile,perceptron,f1_score,0.496,0.495,0.495,0.496,0.495,0.495,0.495,0.495,0.496,0.496,0.497,0.494,0.498,0.495,0.496,0.495,0.497,0.495,0.496,0.495,gregory--soares
accelerator-mobile,perceptron,accuracy,0.982,0.981,0.982,0.984,0.982,0.982,0.98,0.981,0.984,0.984,0.983,0.982,0.984,0.981,0.983,0.982,0.983,0.981,0.984,0.982,gregory--soares
accelerator-mobile,svm,f1_score,0.829,0.813,0.782,0.827,0.788,0.803,0.832,0.8,0.799,0.825,0.83,0.812,0.828,0.815,0.831,0.814,0.829,0.813,0.827,0.816,gregory--soares
accelerator-mobile,svm,accuracy,0.99,0.988,0.987,0.99,0.987,0.988,0.989,0.987,0.989,0.99,0.988,0.989,0.99,0.988,0.99,0.987,0.99,0.988,0.989,0.988,gregory--soares
